time,open,high,low,close,Volume
1725196500,2483.73,2486.11,2477.78,2480.15,592.3908
1725197400,2480.15,2484.16,2471.00,2474.99,537.5555
1725198300,2474.99,2490.80,2474.78,2490.59,723.4153
1725199200,2490.59,2491.56,2458.18,2459.14,680.3597
1725200100,2459.14,2470.68,2455.95,2467.48,545.9135
1725201000,2467.48,2479.84,2466.36,2478.71,631.6630
1725201900,2478.71,2480.56,2476.20,2478.05,578.7328
1725202800,2478.05,2482.36,2475.29,2479.60,568.9425
1725203700,2479.60,2480.99,2474.36,2475.75,579.4418
1725204600,2475.75,2488.57,2474.68,2487.49,561.0528
1725205500,2487.49,2499.58,2486.16,2498.25,558.1335
1725206400,2498.25,2507.19,2494.00,2502.93,221.6546
1725207300,2502.93,2503.51,2495.37,2495.94,485.9704
1725208200,2495.94,2503.67,2495.93,2503.65,837.1416
1725209100,2503.65,2504.31,2502.28,2502.94,427.3729
1725210000,2502.94,2503.05,2501.27,2501.39,458.6143
1725210900,2501.39,2505.34,2486.68,2490.61,801.3702
1725211800,2490.61,2498.03,2487.36,2494.77,349.9332
1725212700,2494.77,2506.34,2488.85,2500.40,370.5406
1725213600,2500.40,2501.43,2497.33,2498.36,571.8733
1725214500,2498.36,2519.13,2495.94,2516.69,462.4481
1725215400,2516.69,2517.51,2507.34,2508.16,687.0334
1725216300,2508.16,2517.09,2504.48,2513.40,495.7423
1725217200,2513.40,2522.67,2509.39,2518.65,585.2530
1725218100,2518.65,2521.00,2510.02,2512.35,374.5136
1725219000,2512.35,2513.30,2508.72,2509.66,588.0276
1725219900,2509.66,2521.17,2507.49,2518.99,384.3327
1725220800,2518.99,2520.21,2515.90,2517.12,154.1578
1725221700,2517.12,2517.97,2515.18,2516.03,729.3019
1725222600,2516.03,2517.92,2506.46,2508.34,441.1494
1725223500,2508.34,2509.61,2502.35,2503.61,730.1004
1725224400,2503.61,2504.53,2500.67,2501.58,1000.5403
1725225300,2501.58,2502.75,2493.80,2494.96,547.1387
1725226200,2494.96,2502.73,2490.62,2498.39,726.9907
1725227100,2498.39,2499.14,2497.13,2497.88,565.2505
1725228000,2497.88,2500.41,2486.03,2488.55,162.6658
1725228900,2488.55,2488.68,2454.76,2454.89,485.5195
1725229800,2454.89,2458.35,2453.47,2456.93,317.3643
1725230700,2456.93,2457.54,2434.19,2434.79,556.5081
1725231600,2434.79,2443.11,2433.34,2441.66,472.3927
1725232500,2441.66,2449.90,2441.41,2449.65,401.8745
1725233400,2449.65,2450.72,2445.32,2446.40,176.1395
1725234300,2446.40,2447.42,2445.94,2446.96,446.6601
1725235200,2446.96,2451.29,2446.28,2450.60,758.5306
1725236100,2450.60,2456.23,2449.67,2455.30,412.2829
1725237000,2455.30,2457.63,2443.18,2445.50,482.2109
1725237900,2445.50,2455.49,2442.11,2452.09,642.5211
1725238800,2452.09,2454.02,2450.78,2452.71,601.4882
1725239700,2452.71,2453.29,2448.58,2449.15,563.8106
1725240600,2449.15,2452.82,2436.70,2440.36,586.1060
1725241500,2440.36,2441.38,2436.07,2437.08,439.8882
1725242400,2437.08,2444.46,2436.23,2443.60,559.5799
1725243300,2443.60,2445.73,2431.64,2433.75,616.8936
1725244200,2433.75,2437.31,2430.28,2433.83,771.4752
1725245100,2433.83,2435.24,2431.60,2433.01,213.5565
1725246000,2433.01,2445.66,2432.54,2445.19,329.8247
1725246900,2445.19,2452.38,2444.01,2451.20,217.3277
1725247800,2451.20,2452.54,2446.27,2447.62,517.6943
1725248700,2447.62,2457.07,2445.09,2454.55,287.5070
1725249600,2454.55,2457.89,2448.48,2451.82,376.9560
1725250500,2451.82,2453.72,2451.45,2453.35,397.5447
1725251400,2453.35,2453.53,2448.45,2448.63,359.4349
1725252300,2448.63,2455.06,2447.17,2453.60,475.9340
1725253200,2453.60,2455.28,2452.16,2453.83,685.6411
1725254100,2453.83,2462.49,2452.99,2461.64,473.3315
1725255000,2461.64,2468.76,2461.42,2468.55,615.5781
1725255900,2468.55,2470.08,2465.28,2466.82,601.8576
1725256800,2466.82,2468.41,2461.09,2462.67,359.9820
1725257700,2462.67,2464.49,2460.05,2461.86,630.8695
1725258600,2461.86,2464.76,2458.77,2461.66,842.8995
1725259500,2461.66,2464.52,2455.84,2458.70,443.7820
1725260400,2458.70,2464.75,2455.95,2462.01,463.4260
1725261300,2462.01,2462.85,2451.70,2452.54,385.7361
1725262200,2452.54,2455.83,2442.14,2445.42,477.0531
1725263100,2445.42,2448.04,2444.74,2447.36,644.1516
1725264000,2447.36,2458.35,2446.48,2457.46,610.1827
1725264900,2457.46,2478.28,2454.88,2475.68,418.4277
1725265800,2475.68,2481.47,2474.21,2480.00,441.5190
1725266700,2480.00,2482.76,2478.47,2481.23,501.3146
1725267600,2481.23,2482.28,2471.57,2472.62,406.4441
1725268500,2472.62,2473.82,2466.88,2468.08,537.9741
1725269400,2468.08,2468.75,2462.96,2463.62,527.0864
1725270300,2463.62,2480.05,2461.71,2478.13,592.7161
1725271200,2478.13,2479.37,2473.10,2474.35,605.2727
1725272100,2474.35,2476.34,2473.73,2475.72,406.3430
1725273000,2475.72,2476.12,2471.34,2471.73,506.5182
1725273900,2471.73,2479.77,2471.31,2479.35,453.7512
1725274800,2479.35,2480.69,2468.73,2470.06,580.2220
1725275700,2470.06,2488.33,2468.68,2486.93,504.9627
1725276600,2486.93,2487.10,2478.64,2478.81,502.5585
1725277500,2478.81,2480.34,2467.79,2469.31,598.9809
1725278400,2469.31,2473.48,2464.14,2468.31,453.1549
1725279300,2468.31,2472.78,2468.29,2472.77,792.3278
1725280200,2472.77,2473.67,2459.41,2460.31,280.3753
1725281100,2460.31,2464.04,2452.90,2456.62,293.7347
1725282000,2456.62,2462.18,2455.02,2460.58,466.8814
1725282900,2460.58,2461.71,2449.90,2451.02,335.7058
1725283800,2451.02,2455.10,2449.20,2453.27,386.2759
1725284700,2453.27,2453.32,2450.79,2450.84,714.7035
1725285600,2450.84,2453.06,2447.83,2450.05,416.9497
1725286500,2450.05,2462.18,2448.72,2460.84,558.5690
1725287400,2460.84,2471.07,2459.23,2469.45,421.7255
1725288300,2469.45,2469.79,2467.74,2468.07,730.2272
1725289200,2468.07,2469.75,2467.43,2469.10,344.1244
1725290100,2469.10,2470.19,2467.10,2468.18,552.5528
1725291000,2468.18,2470.11,2464.38,2466.31,301.2093
1725291900,2466.31,2468.26,2456.51,2458.46,300.8294
1725292800,2458.46,2462.75,2458.32,2462.61,351.2165
1725293700,2462.61,2465.38,2455.83,2458.59,205.2574
1725294600,2458.59,2460.08,2450.72,2452.21,305.5464
1725295500,2452.21,2452.45,2447.00,2447.23,604.7775
1725296400,2447.23,2448.35,2447.06,2448.17,384.4901
1725297300,2448.17,2457.08,2447.26,2456.16,551.9599
1725298200,2456.16,2456.36,2452.36,2452.56,475.7755
1725299100,2452.56,2458.46,2450.69,2456.59,620.4619
1725300000,2456.59,2464.34,2456.15,2463.89,610.8503
1725300900,2463.89,2466.54,2462.17,2464.83,546.5035
1725301800,2464.83,2466.42,2461.43,2463.03,511.3248
1725302700,2463.03,2463.07,2459.69,2459.74,217.7377
1725303600,2459.74,2462.17,2458.97,2461.41,686.3971
1725304500,2461.41,2464.00,2459.69,2462.29,500.9194
1725305400,2462.29,2464.89,2452.83,2455.42,355.5398
1725306300,2455.42,2456.59,2449.28,2450.44,469.8578
1725307200,2450.44,2456.87,2450.31,2456.73,657.6074
1725308100,2456.73,2460.60,2455.54,2459.41,459.8526
1725309000,2459.41,2465.37,2456.42,2462.38,602.2826
1725309900,2462.38,2482.77,2462.37,2482.76,427.0212
1725310800,2482.76,2502.96,2478.39,2498.56,527.6213
1725311700,2498.56,2501.85,2497.49,2500.78,709.7362
1725312600,2500.78,2501.27,2496.23,2496.72,487.9956
1725313500,2496.72,2497.68,2491.99,2492.95,304.7700
1725314400,2492.95,2501.37,2491.03,2499.45,620.7249
1725315300,2499.45,2505.54,2495.54,2501.64,798.0248
1725316200,2501.64,2504.49,2499.94,2502.79,371.0355
1725317100,2502.79,2511.76,2501.08,2510.04,495.8684
1725318000,2510.04,2512.88,2505.85,2508.68,801.8593
1725318900,2508.68,2511.01,2505.51,2507.84,288.9538
1725319800,2507.84,2511.09,2505.90,2509.15,461.4419
1725320700,2509.15,2509.58,2498.84,2499.27,771.4285
1725321600,2499.27,2499.78,2494.32,2494.83,277.5586
1725322500,2494.83,2497.78,2494.41,2497.36,792.1100
1725323400,2497.36,2498.05,2496.21,2496.91,583.5409
1725324300,2496.91,2503.99,2494.40,2501.48,546.2922
1725325200,2501.48,2503.68,2501.17,2503.36,557.3186
1725326100,2503.36,2504.16,2498.40,2499.19,761.6545
1725327000,2499.19,2502.45,2490.03,2493.28,464.5795
1725327900,2493.28,2503.81,2488.74,2499.26,524.2532
1725328800,2499.26,2522.52,2497.73,2520.97,248.9108
1725329700,2520.97,2521.97,2511.67,2512.66,299.7311
1725330600,2512.66,2512.86,2500.32,2500.51,589.5380
1725331500,2500.51,2501.09,2493.50,2494.07,381.2225
1725332400,2494.07,2495.11,2489.12,2490.16,346.0417
1725333300,2490.16,2490.20,2482.25,2482.29,366.6018
1725334200,2482.29,2483.71,2480.26,2481.68,500.3291
1725335100,2481.68,2482.01,2480.55,2480.89,571.8226
1725336000,2480.89,2481.59,2474.74,2475.44,542.5109
1725336900,2475.44,2481.73,2472.47,2478.76,524.8767
1725337800,2478.76,2488.20,2478.42,2487.87,486.7863
1725338700,2487.87,2488.33,2482.62,2483.08,602.1956
1725339600,2483.08,2490.75,2482.80,2490.47,383.6333
1725340500,2490.47,2492.81,2487.09,2489.43,470.3745
1725341400,2489.43,2490.35,2484.20,2485.12,619.0779
1725342300,2485.12,2486.82,2481.63,2483.32,360.4540
1725343200,2483.32,2483.71,2469.37,2469.75,520.5269
1725344100,2469.75,2474.43,2467.79,2472.46,439.1256
1725345000,2472.46,2475.73,2470.77,2474.04,689.8754
1725345900,2474.04,2475.04,2471.24,2472.24,529.1818
1725346800,2472.24,2472.85,2470.68,2471.28,576.2669
1725347700,2471.28,2471.51,2471.03,2471.26,297.0271
1725348600,2471.26,2480.85,2469.97,2479.56,338.4995
1725349500,2479.56,2483.02,2475.81,2479.27,605.7855
1725350400,2479.27,2480.61,2479.17,2480.51,351.9327
1725351300,2480.51,2480.79,2474.55,2474.83,137.4399
1725352200,2474.83,2476.07,2462.97,2464.19,454.2158
1725353100,2464.19,2464.53,2461.85,2462.18,553.5966
1725354000,2462.18,2467.00,2462.15,2466.96,397.5364
1725354900,2466.96,2469.87,2466.63,2469.53,734.4301
1725355800,2469.53,2471.48,2465.84,2467.79,370.4840
1725356700,2467.79,2468.40,2459.17,2459.78,296.8014
1725357600,2459.78,2463.43,2454.61,2458.26,333.3017
1725358500,2458.26,2473.35,2455.84,2470.92,238.5536
1725359400,2470.92,2471.55,2466.72,2467.35,565.8285
1725360300,2467.35,2470.45,2467.33,2470.44,306.3359
1725361200,2470.44,2471.36,2466.01,2466.93,413.5517
1725362100,2466.93,2468.97,2461.28,2463.32,438.7129
1725363000,2463.32,2463.35,2460.99,2461.02,655.5709
1725363900,2461.02,2464.64,2460.40,2464.02,603.3200
1725364800,2464.02,2477.75,2461.46,2475.17,601.9307
1725365700,2475.17,2482.14,2466.67,2473.63,321.2014
1725366600,2473.63,2474.93,2472.33,2473.63,745.0338
1725367500,2473.63,2476.27,2467.68,2470.33,541.1381
1725368400,2470.33,2481.43,2469.74,2480.83,317.9715
1725369300,2480.83,2481.65,2468.41,2469.22,504.4097
1725370200,2469.22,2470.58,2442.79,2444.13,358.5079
1725371100,2444.13,2445.49,2425.87,2427.21,703.3336
1725372000,2427.21,2431.47,2397.98,2402.19,574.7226
1725372900,2402.19,2406.35,2400.69,2404.84,537.5059
1725373800,2404.84,2409.12,2389.46,2393.72,352.3664
1725374700,2393.72,2396.34,2383.38,2385.99,484.6199
1725375600,2385.99,2396.15,2385.50,2395.66,555.3325
1725376500,2395.66,2395.76,2390.65,2390.75,290.9666
1725377400,2390.75,2391.96,2385.23,2386.44,173.5146
1725378300,2386.44,2389.00,2383.54,2386.11,589.0282
1725379200,2386.11,2400.51,2382.78,2397.17,415.0187
1725380100,2397.17,2398.41,2390.46,2391.69,660.1928
1725381000,2391.69,2391.95,2389.75,2390.01,832.0394
1725381900,2390.01,2390.88,2387.62,2388.49,518.9871
1725382800,2388.49,2391.65,2386.66,2389.82,463.7396
1725383700,2389.82,2400.74,2389.32,2400.24,782.5387
1725384600,2400.24,2400.40,2397.20,2397.37,361.0332
1725385500,2397.37,2399.26,2385.78,2387.67,416.7470
1725386400,2387.67,2399.28,2385.21,2396.81,457.4931
1725387300,2396.81,2412.06,2393.20,2408.43,679.2620
1725388200,2408.43,2408.59,2407.18,2407.34,475.1198
1725389100,2407.34,2413.04,2399.40,2405.09,213.3285
1725390000,2405.09,2413.32,2405.03,2413.25,367.0175
1725390900,2413.25,2415.40,2404.22,2406.36,440.8091
1725391800,2406.36,2406.80,2400.21,2400.65,588.2130
1725392700,2400.65,2410.67,2399.46,2409.49,453.3012
1725393600,2409.49,2416.28,2408.95,2415.74,493.2014
1725394500,2415.74,2416.42,2408.41,2409.08,363.7213
1725395400,2409.08,2411.95,2402.56,2405.42,675.1502
1725396300,2405.42,2410.64,2403.35,2408.56,541.8453
1725397200,2408.56,2410.52,2397.62,2399.57,614.6898
1725398100,2399.57,2401.53,2387.69,2389.64,474.0931
1725399000,2389.64,2391.54,2387.83,2389.72,452.0782
1725399900,2389.72,2397.53,2385.08,2392.88,576.3995
1725400800,2392.88,2395.22,2382.74,2385.07,328.4814
1725401700,2385.07,2387.20,2375.73,2377.85,263.2417
1725402600,2377.85,2378.91,2370.83,2371.90,451.5531
1725403500,2371.90,2372.23,2364.72,2365.05,471.8516
1725404400,2365.05,2367.19,2364.01,2366.15,956.3571
1725405300,2366.15,2366.19,2354.79,2354.83,341.0018
1725406200,2354.83,2362.96,2353.38,2361.50,614.1057
1725407100,2361.50,2362.82,2347.01,2348.32,196.5480
1725408000,2348.32,2368.19,2347.42,2367.29,461.8710
1725408900,2367.29,2371.91,2365.96,2370.57,647.2896
1725409800,2370.57,2371.84,2360.32,2361.59,530.3163
1725410700,2361.59,2363.28,2334.69,2336.37,349.7047
1725411600,2336.37,2340.23,2291.68,2295.47,604.7883
1725412500,2295.47,2308.08,2295.44,2308.05,616.1441
1725413400,2308.05,2332.46,2307.86,2332.27,684.5968
1725414300,2332.27,2333.31,2326.76,2327.79,636.6325
1725415200,2327.79,2329.71,2317.28,2319.19,399.7130
1725416100,2319.19,2319.19,2314.32,2314.33,790.7985
1725417000,2314.33,2321.64,2312.70,2320.02,391.2303
1725417900,2320.02,2322.06,2315.41,2317.46,415.3340
1725418800,2317.46,2326.04,2317.39,2325.97,718.6945
1725419700,2325.97,2327.27,2325.63,2326.92,692.5022
1725420600,2326.92,2329.57,2318.16,2320.80,696.1915
1725421500,2320.80,2324.57,2315.39,2319.16,507.6794
1725422400,2319.16,2322.78,2316.12,2319.74,391.6513
1725423300,2319.74,2321.33,2310.28,2311.85,342.8916
1725424200,2311.85,2316.00,2309.36,2313.51,346.3204
1725425100,2313.51,2316.11,2307.14,2309.73,267.0487
1725426000,2309.73,2310.92,2300.20,2301.38,317.0294
1725426900,2301.38,2301.46,2301.09,2301.17,436.2036
1725427800,2301.17,2303.92,2292.12,2294.86,536.9721
1725428700,2294.86,2299.31,2284.90,2289.34,402.9398
1725429600,2289.34,2290.07,2284.24,2284.97,556.9965
1725430500,2284.97,2291.71,2284.09,2290.82,347.5875
1725431400,2290.82,2293.49,2285.61,2288.28,461.7468
1725432300,2288.28,2289.20,2283.66,2284.58,481.9105
1725433200,2284.58,2301.95,2283.87,2301.23,433.3506
1725434100,2301.23,2304.28,2289.55,2292.59,445.6503
1725435000,2292.59,2304.59,2290.32,2302.31,686.3259
1725435900,2302.31,2304.78,2296.43,2298.91,563.8464
1725436800,2298.91,2300.93,2294.31,2296.33,657.5059
1725437700,2296.33,2297.31,2292.94,2293.91,569.9033
1725438600,2293.91,2295.84,2293.35,2295.28,192.2353
1725439500,2295.28,2295.39,2295.00,2295.11,554.3345
1725440400,2295.11,2299.61,2291.74,2296.23,451.5075
1725441300,2296.23,2302.36,2293.57,2299.69,780.1536
1725442200,2299.69,2301.59,2297.07,2298.96,757.7569
1725443100,2298.96,2300.21,2294.51,2295.76,625.1695
1725444000,2295.76,2298.25,2289.15,2291.64,648.4272
1725444900,2291.64,2293.54,2291.59,2293.49,414.1920
1725445800,2293.49,2293.89,2286.72,2287.12,347.7211
1725446700,2287.12,2287.55,2284.82,2285.24,489.3967
1725447600,2285.24,2286.59,2283.59,2284.94,781.8955
1725448500,2284.94,2287.05,2281.97,2284.08,634.3896
1725449400,2284.08,2285.39,2277.67,2278.98,405.6240
1725450300,2278.98,2279.72,2278.65,2279.40,572.1597
1725451200,2279.40,2280.93,2276.52,2278.05,389.0175
1725452100,2278.05,2280.16,2277.76,2279.87,483.1345
1725453000,2279.87,2286.35,2278.62,2285.10,636.9787
1725453900,2285.10,2287.75,2279.63,2282.28,607.6962
1725454800,2282.28,2283.43,2278.27,2279.42,592.4628
1725455700,2279.42,2281.62,2274.02,2276.22,758.7777
1725456600,2276.22,2278.63,2276.16,2278.57,549.6406
1725457500,2278.57,2283.54,2278.57,2283.53,593.8933
1725458400,2283.53,2287.04,2283.20,2286.70,764.8473
1725459300,2286.70,2286.82,2280.59,2280.70,633.3029
1725460200,2280.70,2310.51,2280.20,2310.01,491.4654
1725461100,2310.01,2325.38,2309.95,2325.33,330.4673
1725462000,2325.33,2327.39,2322.97,2325.03,638.5064
1725462900,2325.03,2326.14,2324.55,2325.65,485.9799
1725463800,2325.65,2346.85,2322.22,2343.40,336.4770
1725464700,2343.40,2359.62,2342.79,2359.01,489.0906
1725465600,2359.01,2359.24,2357.24,2357.47,432.9449
1725466500,2357.47,2358.06,2356.69,2357.27,469.5033
1725467400,2357.27,2362.17,2356.09,2361.00,611.2007
1725468300,2361.00,2370.53,2359.50,2369.03,360.6559
1725469200,2369.03,2374.15,2351.43,2356.52,339.0833
1725470100,2356.52,2357.15,2343.08,2343.71,458.8354
1725471000,2343.71,2347.00,2335.27,2338.55,351.2709
1725471900,2338.55,2338.77,2331.90,2332.12,398.3701
1725472800,2332.12,2333.28,2331.74,2332.90,413.5822
1725473700,2332.90,2333.84,2332.22,2333.17,534.7735
1725474600,2333.17,2334.32,2317.51,2318.65,440.2225
1725475500,2318.65,2321.33,2318.08,2320.75,474.9835
1725476400,2320.75,2329.65,2320.08,2328.98,702.9165
1725477300,2328.98,2337.21,2328.14,2336.37,323.9789
1725478200,2336.37,2337.53,2333.13,2334.29,464.2496
1725479100,2334.29,2340.85,2332.72,2339.28,677.5611
1725480000,2339.28,2342.81,2333.52,2337.05,429.7024
1725480900,2337.05,2338.37,2322.34,2323.65,418.6308
1725481800,2323.65,2326.21,2323.08,2325.64,441.8847
1725482700,2325.64,2328.26,2322.92,2325.54,683.2353
1725483600,2325.54,2327.73,2317.04,2319.23,257.7949
1725484500,2319.23,2321.88,2313.96,2316.61,165.0670
1725485400,2316.61,2319.81,2314.43,2317.63,479.4000
1725486300,2317.63,2324.33,2314.68,2321.38,379.4095
1725487200,2321.38,2335.46,2320.28,2334.36,463.2334
1725488100,2334.36,2334.46,2318.29,2318.39,515.0267
1725489000,2318.39,2322.29,2316.75,2320.65,433.6304
1725489900,2320.65,2325.41,2320.36,2325.12,473.2080
1725490800,2325.12,2328.52,2323.91,2327.31,381.0464
1725491700,2327.31,2329.22,2323.53,2325.44,675.8076
1725492600,2325.44,2327.67,2319.44,2321.66,543.4540
1725493500,2321.66,2322.99,2319.48,2320.81,674.8274
1725494400,2320.81,2325.26,2319.58,2324.03,410.1028
1725495300,2324.03,2329.99,2322.73,2328.68,543.6754
1725496200,2328.68,2329.54,2320.18,2321.03,390.2616
1725497100,2321.03,2321.91,2317.76,2318.63,344.9765
1725498000,2318.63,2319.09,2318.16,2318.62,340.4938
1725498900,2318.62,2322.43,2317.15,2320.95,507.1341
1725499800,2320.95,2330.23,2320.04,2329.31,496.3616
1725500700,2329.31,2332.21,2323.22,2326.10,513.0740
1725501600,2326.10,2327.63,2315.21,2316.73,450.2936
1725502500,2316.73,2318.30,2312.70,2314.27,265.6853
1725503400,2314.27,2317.21,2312.76,2315.69,529.1537
1725504300,2315.69,2318.74,2310.35,2313.39,359.0661
1725505200,2313.39,2314.43,2287.60,2288.62,461.7304
1725506100,2288.62,2288.89,2278.78,2279.04,521.3917
1725507000,2279.04,2283.38,2276.30,2280.64,292.1889
1725507900,2280.64,2281.28,2274.50,2275.14,469.8776
1725508800,2275.14,2283.03,2274.09,2281.97,345.9990
1725509700,2281.97,2283.14,2277.89,2279.06,579.7494
1725510600,2279.06,2280.36,2273.07,2274.36,589.2113
1725511500,2274.36,2281.38,2272.83,2279.84,618.6529
1725512400,2279.84,2280.72,2278.68,2279.56,461.7174
1725513300,2279.56,2280.06,2278.12,2278.62,399.9351
1725514200,2278.62,2279.52,2276.96,2277.86,298.1859
1725515100,2277.86,2278.46,2272.94,2273.54,423.3599
1725516000,2273.54,2275.51,2267.67,2269.64,508.0767
1725516900,2269.64,2273.31,2250.42,2254.06,608.4995
1725517800,2254.06,2255.01,2249.40,2250.35,288.3956
1725518700,2250.35,2251.02,2246.57,2247.24,439.4807
1725519600,2247.24,2261.12,2246.49,2260.36,461.8322
1725520500,2260.36,2267.18,2258.47,2265.29,562.6947
1725521400,2265.29,2267.02,2261.83,2263.56,766.2782
1725522300,2263.56,2267.91,2260.55,2264.90,639.9898
1725523200,2264.90,2269.32,2263.05,2267.47,333.9676
1725524100,2267.47,2270.31,2264.47,2267.31,412.0569
1725525000,2267.31,2268.44,2262.81,2263.93,580.9787
1725525900,2263.93,2264.77,2258.06,2258.90,654.5161
1725526800,2258.90,2259.39,2256.32,2256.81,756.7086
1725527700,2256.81,2258.29,2252.51,2253.99,698.6848
1725528600,2253.99,2255.63,2253.96,2255.60,503.2820
1725529500,2255.60,2257.51,2252.76,2254.67,568.7791
1725530400,2254.67,2256.80,2253.29,2255.43,469.4421
1725531300,2255.43,2257.47,2254.23,2256.27,673.0588
1725532200,2256.27,2263.91,2253.90,2261.53,562.1881
1725533100,2261.53,2262.14,2260.15,2260.75,390.5620
1725534000,2260.75,2263.20,2255.58,2258.02,754.6079
1725534900,2258.02,2259.14,2256.36,2257.48,672.7349
1725535800,2257.48,2258.70,2255.36,2256.58,728.5063
1725536700,2256.58,2258.35,2252.84,2254.61,627.6402
1725537600,2254.61,2263.94,2254.06,2263.38,311.1630
1725538500,2263.38,2264.36,2256.66,2257.64,294.9789
1725539400,2257.64,2260.48,2255.20,2258.04,428.6054
1725540300,2258.04,2260.25,2256.96,2259.17,376.0033
1725541200,2259.17,2260.40,2254.17,2255.40,545.1886
1725542100,2255.40,2263.73,2253.55,2261.87,445.0946
1725543000,2261.87,2271.47,2260.96,2270.56,757.0108
1725543900,2270.56,2280.52,2268.20,2278.16,653.8447
1725544800,2278.16,2281.21,2268.38,2271.42,633.1289
1725545700,2271.42,2283.53,2271.33,2283.44,421.9117
1725546600,2283.44,2284.15,2280.44,2281.15,626.9964
1725547500,2281.15,2281.52,2255.09,2255.46,416.8970
1725548400,2255.46,2256.12,2248.53,2249.19,451.6923
1725549300,2249.19,2250.49,2223.06,2224.34,543.1948
1725550200,2224.34,2226.16,2222.12,2223.94,374.8504
1725551100,2223.94,2225.26,2223.27,2224.58,343.5428
1725552000,2224.58,2230.99,2223.20,2229.61,910.1617
1725552900,2229.61,2233.88,2228.29,2232.56,530.1005
1725553800,2232.56,2236.73,2231.17,2235.35,771.2125
1725554700,2235.35,2235.63,2233.17,2233.46,423.3361
1725555600,2233.46,2239.21,2231.06,2236.81,635.1369
1725556500,2236.81,2239.40,2224.07,2226.65,675.3092
1725557400,2226.65,2236.66,2225.55,2235.55,510.8561
1725558300,2235.55,2242.10,2234.77,2241.31,453.5293
1725559200,2241.31,2242.87,2229.47,2231.02,529.7180
1725560100,2231.02,2238.39,2230.80,2238.17,529.2700
1725561000,2238.17,2240.14,2237.52,2239.49,544.2003
1725561900,2239.49,2249.82,2239.21,2249.54,526.3779
1725562800,2249.54,2250.90,2247.90,2249.25,344.8504
1725563700,2249.25,2250.15,2236.63,2237.53,594.8446
1725564600,2237.53,2239.80,2223.56,2225.82,651.8789
1725565500,2225.82,2236.01,2225.66,2235.84,505.8850
1725566400,2235.84,2240.24,2235.23,2239.62,597.2954
