time,open,high,low,close,Volume
1725206400,128.71,129.13,128.63,129.05,271.9012
1725207300,129.05,129.13,128.00,128.08,356.5262
1725208200,128.08,128.27,127.66,127.85,690.9570
1725209100,127.85,128.29,127.66,128.10,360.3393
1725210000,128.10,128.31,127.95,128.16,615.9056
1725210900,128.16,128.28,127.76,127.87,735.0498
1725211800,127.87,128.44,127.85,128.41,205.2044
1725212700,128.41,129.06,128.40,129.05,410.5758
1725213600,129.05,129.42,129.00,129.37,725.7143
1725214500,129.37,130.22,129.22,130.07,724.1041
1725215400,130.07,130.32,130.05,130.30,389.3957
1725216300,130.30,130.79,130.28,130.78,519.6284
1725217200,130.78,131.18,130.74,131.15,156.4912
1725218100,131.15,131.39,130.34,130.59,623.8175
1725219000,130.59,130.67,130.41,130.49,499.5601
1725219900,130.49,131.40,130.48,131.39,699.9782
1725220800,131.39,131.67,131.26,131.53,724.7221
1725221700,131.53,132.05,131.44,131.97,632.9856
1725222600,131.97,132.11,130.84,130.98,206.5813
1725223500,130.98,131.30,130.82,131.14,499.0854
1725224400,131.14,131.14,130.73,130.73,412.2717
1725225300,130.73,130.97,130.16,130.39,507.6403
1725226200,130.39,130.92,130.26,130.79,471.3078
1725227100,130.79,130.86,130.68,130.76,662.0392
1725228000,130.76,130.83,129.49,129.57,652.1116
1725228900,129.57,129.57,128.14,128.14,621.7854
1725229800,128.14,128.38,127.99,128.23,266.4086
1725230700,128.23,128.35,127.04,127.16,416.1682
1725231600,127.16,127.26,127.03,127.13,271.2350
1725232500,127.13,127.44,126.98,127.29,555.6219
1725233400,127.29,127.33,126.56,126.60,404.7584
1725234300,126.60,126.70,126.02,126.11,459.6738
1725235200,126.11,126.22,125.82,125.93,544.6536
1725236100,125.93,126.19,125.83,126.09,613.1335
1725237000,126.09,126.13,125.64,125.68,701.0545
1725237900,125.68,126.29,125.62,126.23,188.4032
1725238800,126.23,126.43,126.07,126.27,456.4653
1725239700,126.27,126.51,125.94,126.19,237.2801
1725240600,126.19,126.49,125.64,125.94,361.8599
1725241500,125.94,126.58,125.70,126.34,482.9684
1725242400,126.34,126.99,126.22,126.88,365.1348
1725243300,126.88,126.92,126.67,126.71,624.8077
1725244200,126.71,126.74,126.39,126.42,348.5886
1725245100,126.42,126.85,126.30,126.73,516.2615
1725246000,126.73,127.01,126.63,126.91,901.0020
1725246900,126.91,127.19,126.83,127.11,112.0622
1725247800,127.11,127.17,126.92,126.98,753.6145
1725248700,126.98,127.63,126.98,127.62,579.3666
1725249600,127.62,127.75,126.76,126.89,549.7327
1725250500,126.89,127.05,126.59,126.75,772.4009
1725251400,126.75,126.84,125.88,125.96,544.6898
1725252300,125.96,126.02,125.87,125.92,354.8684
1725253200,125.92,126.74,125.79,126.61,321.8657
1725254100,126.61,126.99,126.39,126.78,649.3723
1725255000,126.78,127.63,126.68,127.52,370.1887
1725255900,127.52,127.80,127.25,127.52,388.7822
1725256800,127.52,127.59,127.22,127.28,391.8673
1725257700,127.28,127.43,127.22,127.37,557.5033
1725258600,127.37,127.56,127.34,127.53,452.4098
1725259500,127.53,127.55,127.52,127.54,377.0857
1725260400,127.54,127.60,127.54,127.60,484.5594
1725261300,127.60,127.60,127.00,127.00,527.3804
1725262200,127.00,127.16,126.54,126.70,564.2030
1725263100,126.70,127.33,126.65,127.27,472.6131
1725264000,127.27,128.29,127.15,128.16,216.5770
1725264900,128.16,129.25,128.04,129.13,611.9790
1725265800,129.13,129.47,128.52,128.86,345.0716
1725266700,128.86,129.11,128.81,129.07,295.5875
1725267600,129.07,129.13,128.54,128.61,575.5296
1725268500,128.61,128.80,128.40,128.59,606.9754
1725269400,128.59,128.87,128.51,128.79,749.1879
1725270300,128.79,130.21,128.66,130.07,338.5744
1725271200,130.07,130.17,129.84,129.94,456.5335
1725272100,129.94,130.73,129.86,130.65,637.2380
1725273000,130.65,130.98,130.00,130.33,687.0024
1725273900,130.33,130.50,130.32,130.49,890.2804
1725274800,130.49,130.60,129.99,130.10,648.0675
1725275700,130.10,130.97,129.95,130.82,529.1305
1725276600,130.82,130.97,130.27,130.42,618.4334
1725277500,130.42,130.53,130.12,130.23,581.9764
1725278400,130.23,130.24,129.95,129.96,464.4960
1725279300,129.96,130.56,129.83,130.43,406.6975
1725280200,130.43,130.62,129.86,130.05,435.6178
1725281100,130.05,130.14,129.80,129.89,586.2652
1725282000,129.89,130.05,129.89,130.04,466.1830
1725282900,130.04,130.28,129.11,129.34,578.3954
1725283800,129.34,129.58,129.23,129.47,473.2133
1725284700,129.47,129.57,128.71,128.81,641.2710
1725285600,128.81,128.82,128.24,128.25,595.5515
1725286500,128.25,128.83,128.02,128.60,341.2367
1725287400,128.60,129.17,128.41,128.99,505.7444
1725288300,128.99,129.08,128.91,129.00,606.3012
1725289200,129.00,129.63,128.85,129.48,304.2183
1725290100,129.48,129.61,128.99,129.13,339.5074
1725291000,129.13,129.43,129.13,129.43,574.5535
1725291900,129.43,129.59,128.55,128.71,497.5340
1725292800,128.71,128.97,128.67,128.93,491.5180
1725293700,128.93,129.02,128.09,128.18,554.1403
1725294600,128.18,128.27,128.01,128.10,474.8743
1725295500,128.10,128.22,127.06,127.18,506.5992
1725296400,127.18,127.21,126.88,126.91,523.1159
1725297300,126.91,126.94,126.72,126.75,453.9258
1725298200,126.75,126.84,126.68,126.77,495.5548
1725299100,126.77,126.85,126.75,126.83,491.1859
1725300000,126.83,127.18,126.80,127.15,392.6158
1725300900,127.15,127.19,126.62,126.67,389.9410
1725301800,126.67,126.69,126.22,126.23,427.3394
1725302700,126.23,126.34,126.17,126.28,439.0498
1725303600,126.28,127.01,126.24,126.97,666.2564
1725304500,126.97,127.16,126.83,127.02,144.6117
1725305400,127.02,127.05,126.61,126.64,591.3698
1725306300,126.64,127.27,126.60,127.23,692.9762
1725307200,127.23,127.81,127.11,127.69,577.5093
1725308100,127.69,127.75,127.51,127.57,339.2801
1725309000,127.57,128.30,127.44,128.17,538.3808
1725309900,128.17,129.73,128.15,129.70,503.9257
1725310800,129.70,130.73,129.70,130.73,379.8537
1725311700,130.73,130.98,130.65,130.90,607.5104
1725312600,130.90,131.13,129.99,130.22,751.0162
1725313500,130.22,130.26,130.05,130.08,436.7239
1725314400,130.08,130.63,129.99,130.53,602.1143
1725315300,130.53,130.89,130.44,130.80,608.7997
1725316200,130.80,131.17,130.80,131.17,399.3853
1725317100,131.17,131.74,131.17,131.74,547.5949
1725318000,131.74,131.95,131.59,131.80,423.0244
1725318900,131.80,131.98,131.80,131.98,618.8947
1725319800,131.98,131.99,131.96,131.96,238.5016
1725320700,131.96,132.60,131.78,132.42,318.7049
1725321600,132.42,132.64,131.79,132.01,677.3634
1725322500,132.01,132.02,131.89,131.89,454.0858
1725323400,131.89,132.04,131.64,131.79,504.6162
1725324300,131.79,131.82,131.78,131.81,547.3120
1725325200,131.81,132.12,131.78,132.09,365.4430
1725326100,132.09,132.16,131.93,131.99,735.8753
1725327000,131.99,132.10,131.98,132.09,430.3282
1725327900,132.09,132.58,131.96,132.46,448.0577
1725328800,132.46,133.64,132.39,133.57,586.3287
1725329700,133.57,133.68,133.48,133.58,502.9428
1725330600,133.58,134.24,133.33,133.99,422.7771
1725331500,133.99,134.01,133.51,133.53,562.1800
1725332400,133.53,133.58,133.40,133.45,508.9171
1725333300,133.45,133.71,132.96,133.21,368.2441
1725334200,133.21,133.36,133.07,133.22,344.3007
1725335100,133.22,133.31,133.13,133.22,596.2375
1725336000,133.22,133.51,133.18,133.46,577.2084
1725336900,133.46,133.68,133.28,133.50,496.4896
1725337800,133.50,133.98,133.43,133.91,486.0697
1725338700,133.91,134.03,133.58,133.70,597.0030
1725339600,133.70,134.73,133.63,134.65,522.9777
1725340500,134.65,134.86,134.38,134.59,548.4566
1725341400,134.59,134.69,134.49,134.59,498.5791
1725342300,134.59,134.92,134.35,134.68,717.1217
1725343200,134.68,134.91,134.07,134.30,612.6541
1725344100,134.30,134.43,134.24,134.37,555.9684
1725345000,134.37,134.40,133.94,133.96,724.8925
1725345900,133.96,134.10,133.41,133.55,297.0630
1725346800,133.55,133.59,133.30,133.34,754.8876
1725347700,133.34,133.49,133.31,133.46,836.0474
1725348600,133.46,133.90,133.37,133.81,580.2682
1725349500,133.81,134.11,133.67,133.97,325.5034
1725350400,133.97,134.01,133.90,133.93,304.9694
1725351300,133.93,134.00,133.67,133.74,570.0082
1725352200,133.74,133.75,132.97,132.98,447.9766
1725353100,132.98,133.44,132.80,133.25,445.9534
1725354000,133.25,133.63,133.15,133.53,511.7984
1725354900,133.53,134.20,133.32,134.00,443.6156
1725355800,134.00,134.03,133.92,133.94,276.2848
1725356700,133.94,134.03,133.84,133.93,556.7219
1725357600,133.93,134.20,133.56,133.82,506.7426
1725358500,133.82,134.65,133.75,134.57,634.3270
1725359400,134.57,134.65,134.15,134.23,572.6613
1725360300,134.23,134.32,133.74,133.83,497.8842
1725361200,133.83,133.88,133.81,133.86,547.2713
1725362100,133.86,133.90,133.76,133.80,750.5201
1725363000,133.80,134.11,133.25,133.56,404.4245
1725363900,133.56,133.72,133.54,133.70,654.6457
1725364800,133.70,133.98,133.29,133.57,591.9012
1725365700,133.57,134.03,133.49,133.95,895.5760
1725366600,133.95,134.13,133.92,134.09,640.3856
1725367500,134.09,134.32,133.66,133.88,315.2609
1725368400,133.88,134.79,133.42,134.32,622.8624
1725369300,134.32,134.45,133.53,133.65,824.1217
1725370200,133.65,133.69,132.14,132.17,426.0629
1725371100,132.17,132.25,131.19,131.27,596.8907
1725372000,131.27,131.28,129.81,129.82,475.0092
1725372900,129.82,130.56,129.75,130.49,479.7328
1725373800,130.49,130.51,130.20,130.22,328.0630
1725374700,130.22,130.29,129.89,129.95,357.4106
1725375600,129.95,131.13,129.90,131.08,266.3461
1725376500,131.08,131.13,130.94,130.98,634.7175
1725377400,130.98,131.00,130.73,130.75,268.7766
1725378300,130.75,131.14,130.74,131.14,458.0228
1725379200,131.14,131.51,131.13,131.50,602.3479
1725380100,131.50,131.50,131.15,131.15,180.1583
1725381000,131.15,131.24,130.94,131.03,701.5096
1725381900,131.03,131.05,130.85,130.86,738.5178
1725382800,130.86,130.96,130.63,130.73,752.7474
1725383700,130.73,131.85,130.57,131.68,394.4261
1725384600,131.68,131.69,131.37,131.38,518.2370
1725385500,131.38,131.69,130.81,131.12,401.1797
1725386400,131.12,131.29,131.05,131.23,342.7280
1725387300,131.23,131.78,131.15,131.70,459.3740
1725388200,131.70,132.41,131.50,132.20,614.9822
1725389100,132.20,132.30,131.37,131.46,417.5703
1725390000,131.46,132.12,131.34,132.01,513.2476
1725390900,132.01,132.08,131.44,131.51,738.1915
1725391800,131.51,131.56,131.29,131.34,686.9546
1725392700,131.34,131.82,131.17,131.65,874.5429
1725393600,131.65,132.89,131.39,132.62,495.1264
1725394500,132.62,132.80,132.50,132.67,601.3509
1725395400,132.67,132.81,132.44,132.58,516.4434
1725396300,132.58,133.24,132.44,133.10,346.9216
1725397200,133.10,133.35,132.65,132.90,461.9554
1725398100,132.90,132.96,132.26,132.32,395.7350
1725399000,132.32,132.37,132.08,132.13,493.5111
1725399900,132.13,132.28,132.13,132.27,613.5330
1725400800,132.27,132.50,132.04,132.27,383.4773
1725401700,132.27,132.60,131.73,132.05,785.8986
1725402600,132.05,132.06,131.62,131.62,579.3859
1725403500,131.62,131.68,131.14,131.20,497.0413
1725404400,131.20,131.24,130.46,130.50,680.1784
1725405300,130.50,130.60,129.55,129.65,532.3823
1725406200,129.65,130.00,129.59,129.94,696.5904
1725407100,129.94,130.06,129.09,129.21,439.5128
1725408000,129.21,130.34,129.10,130.24,484.7489
1725408900,130.24,130.74,130.18,130.68,477.2677
1725409800,130.68,130.79,130.07,130.18,530.0469
1725410700,130.18,130.23,128.64,128.70,579.6210
1725411600,128.70,128.87,125.82,125.99,442.3815
1725412500,125.99,126.59,125.88,126.48,510.5413
1725413400,126.48,127.64,126.40,127.57,462.4661
1725414300,127.57,127.68,127.53,127.64,319.5554
1725415200,127.64,127.66,127.34,127.36,350.9735
1725416100,127.36,127.46,127.32,127.42,450.6837
1725417000,127.42,128.09,127.25,127.93,397.7147
1725417900,127.93,128.04,127.74,127.85,848.1377
1725418800,127.85,128.25,127.70,128.09,403.9024
1725419700,128.09,128.69,127.81,128.41,119.8536
1725420600,128.41,128.47,127.98,128.05,487.0710
1725421500,128.05,128.32,127.40,127.67,512.9252
1725422400,127.67,127.78,127.27,127.38,242.7585
1725423300,127.38,127.46,127.22,127.30,522.7259
1725424200,127.30,127.90,127.28,127.88,292.3378
1725425100,127.88,128.03,127.42,127.57,612.0649
1725426000,127.57,127.68,126.82,126.93,575.4980
1725426900,126.93,127.26,126.64,126.97,455.6862
1725427800,126.97,127.07,126.80,126.90,633.2125
1725428700,126.90,126.92,125.78,125.80,574.8293
1725429600,125.80,126.77,125.68,126.65,451.6097
1725430500,126.65,127.30,126.53,127.19,434.5008
1725431400,127.19,127.29,127.08,127.19,541.0304
1725432300,127.19,127.21,126.69,126.71,397.3774
1725433200,126.71,127.10,126.58,126.96,546.5124
1725434100,126.96,126.99,126.85,126.88,649.5252
1725435000,126.88,127.55,126.87,127.53,581.8745
1725435900,127.53,127.57,127.38,127.42,184.9532
1725436800,127.42,127.75,127.38,127.71,502.9601
1725437700,127.71,127.99,127.67,127.96,437.1602
1725438600,127.96,128.06,127.23,127.32,411.4750
1725439500,127.32,127.49,127.18,127.34,596.4493
1725440400,127.34,127.43,126.78,126.86,348.8013
1725441300,126.86,127.14,126.69,126.96,531.4909
1725442200,126.96,126.97,126.81,126.82,523.2204
1725443100,126.82,126.89,125.82,125.90,525.4514
1725444000,125.90,125.91,125.68,125.69,611.0964
1725444900,125.69,126.19,125.57,126.08,589.2816
1725445800,126.08,126.08,125.68,125.68,460.3258
1725446700,125.68,125.70,125.44,125.46,242.2945
1725447600,125.46,125.53,125.46,125.53,354.9049
1725448500,125.53,125.66,125.46,125.60,476.3397
1725449400,125.60,126.71,125.27,126.38,470.0471
1725450300,126.38,126.50,125.65,125.77,899.1204
1725451200,125.77,125.79,124.89,124.91,578.8635
1725452100,124.91,125.29,124.84,125.22,164.5535
1725453000,125.22,125.79,125.18,125.74,504.4240
1725453900,125.74,125.82,125.12,125.20,428.1921
1725454800,125.20,125.27,124.97,125.03,163.9779
1725455700,125.03,125.06,124.94,124.96,614.1577
1725456600,124.96,124.97,124.45,124.46,593.5721
1725457500,124.46,124.88,124.30,124.72,799.7479
1725458400,124.72,124.97,124.48,124.73,629.4946
1725459300,124.73,124.84,124.57,124.68,623.0892
1725460200,124.68,126.48,124.60,126.39,634.2588
1725461100,126.39,127.66,126.16,127.42,351.3700
1725462000,127.42,128.24,127.18,127.99,398.0308
1725462900,127.99,128.02,127.65,127.68,388.5952
1725463800,127.68,129.08,127.67,129.07,338.0546
1725464700,129.07,130.53,128.99,130.46,534.1895
1725465600,130.46,130.63,130.42,130.59,549.7395
1725466500,130.59,130.88,130.34,130.64,169.8038
1725467400,130.64,130.74,130.18,130.27,497.5552
1725468300,130.27,130.81,130.20,130.74,518.9804
1725469200,130.74,130.83,129.96,130.06,183.1790
1725470100,130.06,130.12,129.16,129.23,580.4485
1725471000,129.23,129.25,128.97,128.99,641.4450
1725471900,128.99,129.09,128.80,128.89,588.3752
1725472800,128.89,129.33,128.73,129.16,415.0953
1725473700,129.16,129.26,128.76,128.87,381.4221
1725474600,128.87,129.09,128.40,128.62,504.4357
1725475500,128.62,128.97,128.47,128.82,622.1198
1725476400,128.82,129.78,128.65,129.62,405.0931
1725477300,129.62,130.19,129.43,130.00,516.5786
1725478200,130.00,130.05,129.85,129.90,401.9127
1725479100,129.90,130.09,129.70,129.90,407.1596
1725480000,129.90,130.18,129.48,129.76,678.7078
1725480900,129.76,129.84,129.48,129.56,562.5453
1725481800,129.56,130.33,129.48,130.25,690.2320
1725482700,130.25,130.48,130.18,130.41,470.8559
1725483600,130.41,130.58,130.20,130.37,286.3304
1725484500,130.37,130.40,130.33,130.36,415.3366
1725485400,130.36,130.47,130.12,130.22,801.2473
1725486300,130.22,130.71,130.18,130.67,268.2832
1725487200,130.67,132.07,130.66,132.06,495.9257
1725488100,132.06,132.06,130.88,130.89,336.5800
1725489000,130.89,130.95,130.79,130.85,505.6854
1725489900,130.85,131.26,130.74,131.15,715.4640
1725490800,131.15,131.38,130.89,131.12,472.8745
1725491700,131.12,131.26,130.56,130.70,447.7683
1725492600,130.70,130.85,130.32,130.47,480.3682
1725493500,130.47,130.84,130.38,130.75,478.2035
1725494400,130.75,131.10,130.73,131.08,493.8329
1725495300,131.08,131.82,131.07,131.81,140.3341
1725496200,131.81,131.93,131.17,131.29,598.6908
1725497100,131.29,131.31,130.87,130.89,827.5919
1725498000,130.89,131.04,130.50,130.65,289.2717
1725498900,130.65,130.89,129.74,129.99,555.6816
1725499800,129.99,130.59,129.74,130.34,278.6037
1725500700,130.34,130.45,129.99,130.09,445.9736
1725501600,130.09,130.26,129.28,129.45,792.1536
1725502500,129.45,129.83,129.43,129.82,528.6255
1725503400,129.82,130.15,129.63,129.97,454.4245
1725504300,129.97,130.00,129.88,129.92,508.8561
1725505200,129.92,130.09,128.24,128.41,420.8968
1725506100,128.41,128.57,127.46,127.61,581.4856
1725507000,127.61,127.79,127.42,127.59,634.7600
1725507900,127.59,127.83,126.80,127.03,622.4869
1725508800,127.03,128.07,126.88,127.91,580.6063
1725509700,127.91,128.00,127.89,127.97,526.6857
1725510600,127.97,128.23,127.78,128.04,314.6852
1725511500,128.04,128.11,127.74,127.81,410.1809
1725512400,127.81,127.85,127.68,127.71,505.6994
1725513300,127.71,127.95,127.66,127.89,643.8698
1725514200,127.89,127.96,127.88,127.95,452.6157
1725515100,127.95,128.36,127.87,128.29,598.2980
1725516000,128.29,128.32,128.25,128.29,624.8161
1725516900,128.29,128.41,127.21,127.34,530.9460
1725517800,127.34,127.43,126.90,126.98,367.1591
1725518700,126.98,127.51,126.90,127.42,476.2908
1725519600,127.42,128.19,127.38,128.15,539.9364
1725520500,128.15,128.25,128.06,128.17,501.8226
1725521400,128.17,128.55,127.81,128.20,675.2136
1725522300,128.20,128.43,127.92,128.14,515.3211
1725523200,128.14,128.38,128.01,128.24,338.5917
1725524100,128.24,128.66,128.22,128.64,860.2108
1725525000,128.64,128.73,128.09,128.18,446.0085
1725525900,128.18,128.32,127.72,127.86,636.9519
1725526800,127.86,128.18,127.75,128.07,415.0235
1725527700,128.07,128.15,127.08,127.16,399.7471
1725528600,127.16,127.27,127.09,127.20,550.1699
1725529500,127.20,127.22,126.80,126.83,479.1556
1725530400,126.83,126.92,126.72,126.81,644.9172
1725531300,126.81,127.00,126.28,126.47,715.1119
1725532200,126.47,126.91,126.33,126.77,254.5331
1725533100,126.77,126.77,126.59,126.59,284.7773
1725534000,126.59,126.68,126.24,126.33,662.7835
1725534900,126.33,127.06,126.23,126.95,290.8010
1725535800,126.95,127.07,126.78,126.89,529.9550
1725536700,126.89,126.99,126.41,126.50,619.8852
1725537600,126.50,127.11,126.44,127.05,546.6079
1725538500,127.05,127.12,126.52,126.59,224.4438
1725539400,126.59,126.65,126.46,126.52,503.0272
1725540300,126.52,127.15,126.45,127.07,488.6576
1725541200,127.07,127.15,126.81,126.88,740.3519
1725542100,126.88,127.37,126.62,127.11,730.3461
1725543000,127.11,127.94,127.03,127.87,766.6235
1725543900,127.87,128.14,127.85,128.13,341.6147
1725544800,128.13,128.30,127.39,127.56,580.8612
1725545700,127.56,128.44,127.53,128.42,526.4383
1725546600,128.42,128.55,127.86,127.99,439.5053
1725547500,127.99,128.09,126.25,126.35,377.3171
1725548400,126.35,126.50,126.21,126.36,297.3409
1725549300,126.36,126.47,124.98,125.09,414.0981
1725550200,125.09,125.19,124.60,124.70,405.9285
1725551100,124.70,124.91,124.65,124.87,196.7593
1725552000,124.87,125.34,124.67,125.15,636.8196
1725552900,125.15,125.34,125.06,125.25,372.8588
1725553800,125.25,125.66,125.09,125.50,628.8012
1725554700,125.50,125.65,125.46,125.61,268.8319
1725555600,125.61,125.77,125.54,125.71,354.3771
1725556500,125.71,125.80,125.27,125.36,394.5288
1725557400,125.36,125.84,125.10,125.58,590.2874
1725558300,125.58,126.50,125.56,126.48,354.5041
1725559200,126.48,126.50,125.59,125.61,683.4443
1725560100,125.61,126.03,125.49,125.92,722.7272
1725561000,125.92,126.10,125.86,126.04,658.8640
1725561900,126.04,126.38,125.85,126.19,440.2027
1725562800,126.19,126.20,125.41,125.42,587.7432
1725563700,125.42,125.68,124.44,124.70,695.7507
1725564600,124.70,124.88,123.67,123.86,302.4497
1725565500,123.86,124.77,123.60,124.51,802.0684
1725566400,124.51,124.60,124.48,124.56,477.8991
1725567300,124.56,125.02,124.43,124.89,514.0472
1725568200,124.89,124.99,124.66,124.75,430.5241
1725569100,124.75,124.78,124.56,124.59,744.5476
1725570000,124.59,125.08,124.53,125.02,553.3527
1725570900,125.02,125.73,124.95,125.66,566.0154
1725571800,125.66,125.94,125.50,125.79,578.7908
1725572700,125.79,125.95,125.28,125.44,538.1192
1725573600,125.44,125.76,124.81,125.13,371.7922
1725574500,125.13,125.40,125.03,125.30,250.2711
1725575400,125.30,125.53,125.28,125.51,426.9679
1725576300,125.51,125.57,125.35,125.41,379.5830
1725577200,125.41,125.75,125.33,125.67,419.3022
1725578100,125.67,125.75,125.56,125.63,544.0786
1725579000,125.63,126.21,125.63,126.21,479.0889
1725579900,126.21,126.54,126.17,126.49,663.4218
1725580800,126.49,126.60,126.41,126.52,424.1880
1725581700,126.52,126.75,125.92,126.14,373.4838
1725582600,126.14,126.23,126.01,126.10,718.9529
1725583500,126.10,126.32,125.95,126.17,719.5125
1725584400,126.17,126.19,125.81,125.83,869.4020
1725585300,125.83,126.34,125.77,126.29,406.5069
1725586200,126.29,127.31,126.25,127.27,527.6346
1725587100,127.27,127.86,127.23,127.82,571.9689
1725588000,127.82,128.90,127.69,128.77,656.8043
1725588900,128.77,129.39,128.60,129.22,336.3698
1725589800,129.22,129.46,128.88,129.12,568.9061
1725590700,129.12,129.19,128.38,128.45,718.9713
1725591600,128.45,128.49,128.05,128.09,213.3029
1725592500,128.09,128.54,127.99,128.45,461.1286
1725593400,128.45,128.52,128.19,128.26,448.9871
1725594300,128.26,128.33,127.74,127.81,518.1985
1725595200,127.81,127.95,127.80,127.94,211.1671
1725596100,127.94,128.19,127.45,127.69,512.9331
1725597000,127.69,127.73,127.31,127.35,355.1452
1725597900,127.35,127.44,126.56,126.65,611.5304
1725598800,126.65,126.66,126.54,126.55,362.0119
1725599700,126.55,126.73,125.66,125.82,537.6856
1725600600,125.82,126.09,125.53,125.80,295.5057
1725601500,125.80,126.76,125.66,126.62,489.4772
1725602400,126.62,126.64,126.29,126.31,459.2656
1725603300,126.31,126.44,125.74,125.87,754.3079
1725604200,125.87,125.98,125.49,125.60,246.9196
1725605100,125.60,125.93,125.56,125.90,656.4767
1725606000,125.90,125.97,124.83,124.90,558.8971
1725606900,124.90,124.96,122.90,122.96,366.2975
1725607800,122.96,123.16,122.96,123.15,93.9112
1725608700,123.15,123.53,123.03,123.41,281.5773
1725609600,123.41,123.53,123.31,123.43,440.3328
1725610500,123.43,123.82,123.29,123.68,304.1484
1725611400,123.68,123.97,123.63,123.92,642.7522
1725612300,123.92,124.02,123.60,123.70,539.9536
1725613200,123.70,123.86,123.70,123.86,681.9442
1725614100,123.86,123.98,123.52,123.63,279.3637
1725615000,123.63,124.32,123.54,124.23,344.5168
1725615900,124.23,124.29,124.08,124.14,310.3095
1725616800,124.14,124.34,124.06,124.26,418.3092
1725617700,124.26,124.56,124.26,124.55,431.8703
1725618600,124.55,124.58,124.46,124.49,552.0293
1725619500,124.49,124.55,124.03,124.09,381.6091
1725620400,124.09,124.29,123.73,123.93,393.8291
1725621300,123.93,123.97,123.58,123.62,649.6889
1725622200,123.62,123.74,123.40,123.52,281.1591
1725623100,123.52,123.67,122.96,123.11,566.3482
1725624000,123.11,123.12,122.92,122.94,573.6482
1725624900,122.94,123.05,122.59,122.70,421.1784
1725625800,122.70,124.62,122.69,124.61,204.9429
1725626700,124.61,125.46,124.47,125.32,480.4774
1725627600,125.32,125.35,125.07,125.10,437.2358
1725628500,125.10,125.12,124.79,124.80,522.6424
1725629400,124.80,124.81,123.32,123.33,782.9660
1725630300,123.33,123.54,122.99,123.20,660.2191
1725631200,123.20,123.22,120.98,120.99,479.6159
